0.6845769,1.159,1.0512,1.9672,2.0401,2.2154,0.7822,0.6434,0.6597,1.0926,0.6912
0.67194253,1.1628,1.0667,1.9792,2.0494,2.2264,0.7739,0.637,0.6463,1.0956,0.6963
0.6620945,1.1637,1.0731,1.967,2.0635,2.2633,0.7612,0.6369,0.6557,1.0892,0.6885
0.66750234,1.1549,1.0701,1.9865,2.0553,2.2493,0.7761,0.6333,0.6454,1.0875,0.6974
0.699938,1.1596,1.0447,1.9912,2.0259,2.2707,0.7732,0.641,0.6524,1.0898,0.6933
0.6866334,1.1781,1.0551,1.9798,2.0264,2.2625,0.7743,0.6353,0.6528,1.0842,0.6935
0.6809152,1.1614,1.0606,1.9689,2.0448,2.2481,0.7748,0.6456,0.6433,1.096,0.6912
0.6949846,1.1526,1.0644,1.9794,2.0155,2.2816,0.7785,0.6431,0.6439,1.1005,0.6846
0.69573873,1.1685,1.0571,2.0089,2.0174,2.2559,0.7783,0.6445,0.636,1.0966,0.6863
0.6875948,1.1699,1.0597,1.9965,2.0313,2.2667,0.7676,0.636,0.6443,1.0946,0.6924
0.69592595,1.1712,1.0575,1.989,2.0102,2.2661,0.7758,0.6303,0.6572,1.0958,0.6867
0.6760266,1.1645,1.075,1.9732,2.0253,2.2525,0.773,0.6382,0.6463,1.0974,0.6908
0.68262714,1.1616,1.0853,1.9733,1.9813,2.2521,0.7729,0.638,0.6511,1.0958,0.6982
0.69633913,1.171,1.0779,1.9618,1.9803,2.2743,0.7714,0.6338,0.6516,1.1069,0.6897
0.6866037,1.1789,1.0752,1.9706,2.0017,2.2579,0.7719,0.6387,0.6434,1.1027,0.6883
0.6705384,1.1629,1.0791,1.9946,2.0136,2.2515,0.7798,0.6336,0.6502,1.0813,0.6951
0.70257354,1.1676,1.0544,2.0005,2.0074,2.2667,0.7715,0.6328,0.6454,1.0996,0.6967
0.6684588,1.1815,1.0794,1.9265,2.0325,2.2691,0.7684,0.6352,0.6478,1.0879,0.7016
0.68332946,1.1817,1.0757,1.9739,1.9965,2.2394,0.7665,0.6346,0.6511,1.0995,0.6964
0.69772106,1.1793,1.0637,2.0077,1.9892,2.264,0.765,0.6314,0.6482,1.0933,0.6993
0.7112043,1.1662,1.0532,1.9745,1.9939,2.2751,0.7765,0.6291,0.6533,1.1057,0.6948
0.70997196,1.1524,1.0601,1.9891,1.9823,2.2942,0.7708,0.6347,0.6596,1.0985,0.6911
0.7088106,1.169,1.0485,1.9772,2.0026,2.2425,0.7722,0.6361,0.6499,1.1093,0.6986
0.70240235,1.1642,1.0545,1.9791,2.0014,2.2699,0.7769,0.639,0.6545,1.0966,0.689
0.7070504,1.1656,1.0503,1.984,2.0104,2.2811,0.7713,0.6392,0.6476,1.1019,0.6894
0.7154635,1.1516,1.0502,1.9995,2.0023,2.3001,0.7672,0.6377,0.6462,1.1038,0.6936
0.6944253,1.1622,1.0676,1.9941,1.9885,2.2416,0.7773,0.6411,0.645,1.0967,0.6983
0.6953578,1.1851,1.0603,1.9889,2.0009,2.2274,0.7664,0.6482,0.6472,1.1047,0.6844
0.7080999,1.1614,1.044,1.9698,2.0173,2.2583,0.7756,0.642,0.6587,1.1074,0.682
0.6987073,1.1716,1.0671,1.995,1.9875,2.2738,0.773,0.6358,0.6503,1.0977,0.6866
0.6892619,1.1728,1.0778,1.9439,1.9921,2.2612,0.7805,0.6362,0.6481,1.1024,0.6921
0.69426584,1.1718,1.0695,1.9727,1.996,2.2634,0.7818,0.6359,0.6491,1.102,0.6833
0.70713466,1.1646,1.0595,2.0063,1.9881,2.2857,0.7812,0.6256,0.6569,1.0959,0.6847
0.71332264,1.1759,1.0421,1.9999,1.9914,2.2783,0.7773,0.6326,0.6499,1.0845,0.7028
0.70864356,1.1671,1.0458,2.0,1.9985,2.2595,0.7765,0.6449,0.6517,1.0944,0.6873
0.6886797,1.1745,1.0776,2.0128,1.9682,2.2241,0.7836,0.6506,0.6416,1.0852,0.6897
